CASE NUMBER,CITY,ZIP,MONTH,YEAR,DISPO TYPE,ANSWER,MONEY JUDGMENT,DEFAULT
37-2019-00011462-CL-UD-CTL,Lakeside,92040,2,2019,Default judgment by clerk,N,N,Y
37-2019-00011541-CL-UD-CTL,San Diego,92123,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00011587-CL-UD-CTL,Del Mar,92014,3,2019,Default judgment by clerk,N,N,Y
37-2019-00011623-CL-UD-CTL,San Diego,92108,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00011636-CL-UD-CTL,San Diego,92102,3,2019,Default judgment by clerk,N,N,Y
37-2019-00011675-CL-UD-CTL,San Diego,92111,3,2019,Default judgment by clerk,N,N,Y
37-2019-00011679-CL-UD-CTL,San Diego,92101,3,2019,Court finding,Y,N,N
37-2019-00011686-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00011694-CL-UD-CTL,San Diego,92102,3,2019,Default judgment by clerk,N,N,Y
37-2019-00011702-CL-BC-CTL,SAN DIEGO,92113,3,2019,Court-ordered dismissal,Y,,N
37-2019-00011716-CL-UD-CTL,Oceanside,92058,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00011733-CL-UD-CTL,San Marcos,92069,3,2019,Court finding,Y,"N, Y, N",N
37-2019-00011754-CL-UD-CTL,San Diego,92105,3,2019,Default judgment by clerk,N,N,Y
37-2019-00011759-CL-UD-CTL,Oceanside,92058,3,2019,Default judgment by clerk,Y,N,Y
37-2019-00011763-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by clerk,N,N,Y
37-2019-00011776-CL-UD-CTL,San Diego,92105,3,2019,Court finding,Y,N,Y
37-2019-00011792-CL-UD-CTL,Vista,92084,3,2019,Court finding,Y,"Y, N",N
37-2019-00011796-CL-UD-CTL,Oceanside,92058,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00011832-CL-UD-CTL,Santee,92071,3,2019,Stipulated judgment,Y,"Y, N, N, N",N
37-2019-00011861-CL-UD-CTL,La Mesa,91941,3,2019,Court finding,Y,N,N
37-2019-00011874-CL-UD-CTL,Lakeside,92040,3,2019,Default judgment by clerk,N,N,Y
37-2019-00011892-CL-UD-CTL,Santee,92071,3,2019,Default judgment by clerk,N,N,Y
37-2019-00011898-CL-UD-CTL,San Diego,92105,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00011903-CL-UD-CTL,Valley Center,92082,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00011913-CL-UD-CTL,Poway,92064,3,2019,Court finding,Y,"N, N",Y
37-2019-00011977-CL-UD-CTL,La Jolla,92037,3,2019,Court finding,Y,"N, Y, N, Y",N
37-2019-00012023-CL-UD-CTL,San Marcos,92078,3,2019,Default judgment by clerk,N,N,Y
37-2019-00012101-CL-UD-CTL,National City,91950,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00012102-CL-UD-CTL,National City,91950,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00012128-CL-UD-CTL,Spring Valley,91977,3,2019,Request for Dismissal,N,N,Y
37-2019-00012241-CL-UD-CTL,Vista,92084,3,2019,Default judgment by clerk,N,N,Y
37-2019-00012276-CL-UD-CTL,Imperial Beach,91932,3,2019,Default judgment by clerk,N,N,Y
37-2019-00012305-CL-UD-CTL,San Diego,92113,3,2019,Default judgment by clerk,N,N,Y
37-2019-00012340-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by clerk,N,N,Y
37-2019-00012352-CL-UD-CTL,San Diego,92111,3,2019,Default judgment by clerk,N,N,Y
37-2019-00012354-CL-UD-CTL,Imperial Beach,91932,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00012379-CL-UD-CTL,San Diego,92117,3,2019,Default judgment by clerk,N,N,Y
37-2019-00012445-CL-UD-CTL,SAN DIEGO,92101,3,2019,Default judgment by clerk,N,N,Y
37-2019-00012456-CL-UD-CTL,El Cajon,92021,3,2019,Default judgment by clerk,N,N,Y
37-2019-00012479-CL-UD-CTL,San Diego,92124,3,2019,Default judgment by court,N,"Y, N, Y",Y
37-2019-00012499-CL-UD-CTL,Poway,92064,3,2019,,Y,N,N
37-2019-00012513-CL-UD-CTL,Encinitas,92024,3,2019,Stipulated judgment,Y,N,N
37-2019-00012533-CL-UD-CTL,Carlsbad,92008,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00012538-CL-UD-CTL,Chula Vista,91911,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00012540-CL-UD-CTL,Chula Vista,91915,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00012541-CL-UD-CTL,San Diego,92117,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00012544-CL-UD-CTL,San Diego,92154,3,2019,Court finding,Y,N,N
37-2019-00012549-CL-UD-CTL,San Diego,92109,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00012552-CL-UD-CTL,Vista,92083,3,2019,Default judgment by clerk,N,N,Y
37-2019-00012558-CL-UD-CTL,Imperial Beach,91932,3,2019,Default judgment by clerk,N,N,Y
37-2019-00012561-CL-UD-CTL,VISTA,92084,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00012602-CL-UD-CTL,San Ysidro,92173,3,2019,Court finding,Y,"Y, N",N
37-2019-00012616-CL-UD-CTL,San Diego,92102,3,2019,Default judgment by clerk,N,N,Y
37-2019-00012753-CL-UD-CTL,San Diego,92114,3,2019,Court finding,Y,"N, N",N
37-2019-00012783-CL-UD-CTL,San Diego,92115,3,2019,Default judgment by clerk,N,N,Y
37-2019-00012801-CL-UD-CTL,Carlsbad,92011,3,2019,Default judgment by clerk,N,N,Y
37-2019-00012804-CL-UD-CTL,Escondido,92025,3,2019,Default judgment by court,N,N,Y
37-2019-00012811-CL-UD-CTL,San Diego,92109,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00012812-CL-UD-CTL,Carlsbad,92008,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00012828-CL-UD-CTL,El Cajon,92020,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00012878-CL-UD-CTL,Pine Valley,91962,3,2019,Request for Dismissal,Y,N,N
37-2019-00012922-CL-UD-CTL,Chula Vista,91911,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00012959-CL-UD-CTL,San Ysidro,92173,3,2019,Court finding,Y,"N, N",N
37-2019-00012999-CL-UD-CTL,Chula Vista,91911,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00013013-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013038-CL-UD-CTL,San Diego,92108,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013068-CL-UD-CTL,Spring Valley,91977,3,2019,Court finding,Y,"N, N",N
37-2019-00013083-CL-UD-CTL,Vista,92084,3,2019,Default judgment by court,N,Y,Y
37-2019-00013085-CL-UD-CTL,San Diego,92108,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013092-CL-UD-CTL,San Diego,92103,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00013098-CL-UD-CTL,Encinitas,92024,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013099-CL-UD-CTL,Fallbrook,92028,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00013100-CL-UD-CTL,Escondido,92025,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00013114-CL-UD-CTL,San Diego,92114,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013130-CL-UD-CTL,Lakeside,92040,3,2019,Stipulated judgment,Y,N,N
37-2019-00013146-CL-UD-CTL,San Diego,92105,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013167-CL-UD-CTL,Oceanside,92054,3,2019,Default judgment by court,N,"N, N",Y
37-2019-00013176-CL-UD-CTL,La Mesa,91941,3,2019,Stipulated judgment,Y,N,N
37-2019-00013222-CL-UD-CTL,Oceanside,92054,3,2019,Request for Dismissal,N,N,N
37-2019-00013227-CL-UD-CTL,CHULA VISTA,91910,3,2019,Default judgment by court,N,Y,Y
37-2019-00013237-CL-UD-CTL,LA MESA,91941,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00013250-CL-UD-CTL,San Marcos,92069,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013257-CL-UD-CTL,San Diego,92110,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013259-CL-UD-CTL,Fallbrook,92028,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013262-CL-UD-CTL,OCEANSIDE,92056,3,2019,Court finding,Y,"N, Y",Y
37-2019-00013268-CL-UD-CTL,SAN DIEGO,92102,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013270-CL-UD-CTL,Oceanside,92054,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00013280-CL-UD-CTL,El Cajon,92021,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013305-CL-UD-CTL,Oceanside,92057,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013319-CL-UD-CTL,San Diego,92173,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013396-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013431-CL-UD-CTL,San Diego,92104,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013458-CL-UD-CTL,SAN DIEGO,92105,3,2019,Default judgment by clerk,N,N,N
37-2019-00013462-CL-UD-CTL,SAN DIEGO,92103,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013520-CL-UD-CTL,San Diego,92124,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00013521-CL-UD-CTL,San Diego,92111,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013528-CL-UD-CTL,San Diego,92108,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00013540-CL-UD-CTL,Spring Valley,91977,3,2019,Court finding,Y,N,N
37-2019-00013552-CL-UD-CTL,San Diego,92108,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00013576-CL-UD-CTL,San Ysidro,92173,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013632-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00013666-CL-UD-CTL,San Diego,92104,3,2019,Request for Dismissal,Y,N,N
37-2019-00013699-CL-UD-CTL,San Diego,92106,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013703-CL-UD-CTL,SAN DIEGO,92117,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013707-CL-UD-CTL,San Diego,92104,3,2019,Court finding,Y,N,N
37-2019-00013728-CL-UD-CTL,Chula Vista,91910,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013738-CL-UD-CTL,Oceanside,92056,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013742-CL-UD-CTL,La Mesa,91942,3,2019,Default judgment by court,N,"Y, N, Y",Y
37-2019-00013744-CL-UD-CTL,Spring Valley,91977,3,2019,Court finding,Y,"N, Y",N
37-2019-00013751-CL-UD-CTL,San Diego,92154,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00013934-CL-UD-CTL,Imperial Beach,91932,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013937-CL-UD-CTL,Imperial Beach,91932,3,2019,Court finding,Y,"Y, N",N
37-2019-00013939-CL-UD-CTL,El Cajon,92021,3,2019,Stipulated judgment,Y,"Y, N",N
37-2019-00013944-CL-UD-CTL,San Diego,92105,3,2019,Default judgment by clerk,N,N,Y
37-2019-00013949-CL-UD-CTL,San Diego,92113,3,2019,Default judgment by court,N,Y,Y
37-2019-00013952-CL-UD-CTL,Vista,92083,3,2019,Default judgment by court,N,"N, N",Y
37-2019-00013958-CL-UD-CTL,FALLBROOK,92028,3,2019,Court finding,Y,N,N
37-2019-00013971-CL-UD-CTL,San Diego,92154,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00014050-CL-UD-CTL,La Mesa,91941,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00014078-CL-UD-CTL,San Diego,92115,3,2019,Default judgment by clerk,Y,N,Y
37-2019-00014086-CL-UD-CTL,San Diego,92122,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00014089-CL-UD-CTL,San Diego,92111,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014096-CL-UD-CTL,San Diego,92126,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00014111-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014115-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00014136-CL-UD-CTL,Escondido,92026,3,2019,Court finding,Y,"Y, N",N
37-2019-00014140-CL-UD-CTL,san diego,92101,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014155-CL-UD-CTL,La Mesa,91942,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014161-CL-UD-CTL,San Diego,92117,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014184-CL-UD-CTL,Lakeside,92040,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00014233-CL-UD-CTL,ENCINITAS,92024,3,2019,Default judgment by clerk,N,N,N
37-2019-00014305-CL-UD-CTL,Escondido,92025,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014369-CL-UD-CTL,Encinitas,92024,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00014375-CL-UD-CTL,Oceanside,92056,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00014393-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014403-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014456-CL-UD-CTL,Escondido,92027,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014460-CL-UD-CTL,Oceanside,92057,3,2019,Default judgment by court,N,"N, N",Y
37-2019-00014491-CL-UD-CTL,San Diego,92116,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014548-CL-UD-CTL,San Diego,92115,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00014550-CL-UD-CTL,Valley Center,92082,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014551-CL-UD-CTL,San Diego,92102,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014557-CL-UD-CTL,Escondido,92026,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00014572-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00014585-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00014598-CL-UD-CTL,CHULA VISTA,91915,3,2019,Court finding,Y,"N, Y",N
37-2019-00014601-CL-UD-CTL,Ramona,92065,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014606-CL-UD-CTL,CHULA VISTA,91914,3,2019,Court finding,Y,"Y, N",N
37-2019-00014635-CL-UD-CTL,Escondido,92025,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014666-CL-UD-CTL,El Cajon,92021,3,2019,Default judgment by court,N,"N, N, Y",Y
37-2019-00014672-CL-UD-CTL,El Cajon,92020,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00014706-CL-UD-CTL,Lakeside,92040,3,2019,Stipulated judgment,Y,N,N
37-2019-00014738-CL-UD-CTL,San Diego,92102,3,2019,Default judgment by court,N,"N, N",Y
37-2019-00014756-CL-UD-CTL,OCEANSIDE,92054,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014794-CL-UD-CTL,SAN DIEGO,92105,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014831-CL-UD-CTL,Oceanside,92054,3,2019,Default judgment by court,N,Y,Y
37-2019-00014852-CL-UD-CTL,San Diego,92102,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014855-CL-UD-CTL,San Diego,92105,3,2019,Stipulated judgment,Y,N,N
37-2019-00014859-CL-UD-CTL,Vista,92081,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00014865-CL-UD-CTL,El Cajon,92021,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014874-CL-UD-CTL,San Diego,92123,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014936-CL-UD-CTL,OCEANSIDE,92057,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014941-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by clerk,N,N,Y
37-2019-00014988-CL-UD-CTL,La Mesa,91942,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00015023-CL-UD-CTL,San Diego,92108,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015034-CL-UD-CTL,Vista,92083,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00015143-CL-UD-CTL,Oceanside,92054,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00015144-CL-UD-CTL,IMPERIAL BEACH,91932,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015151-CL-UD-CTL,El Cajon,92021,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015152-CL-UD-CTL,VISTA,92083,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00015153-CL-UD-CTL,Carlsbad,92009,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00015159-CL-UD-CTL,Oceanside,92058,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015160-CL-UD-CTL,Oceanside,92054,3,2019,Court finding,Y,Y,N
37-2019-00015161-CL-UD-CTL,La Mesa,91942,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00015164-CL-UD-CTL,San Diego,92102,3,2019,Court finding,Y,"N, N",Y
37-2019-00015168-CL-UD-CTL,National City,91950,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015172-CL-UD-CTL,Guatay,91931,3,2019,Court-ordered dismissal,Y,N,N
37-2019-00015173-CL-UD-CTL,Chula Vista,91910,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00015177-CL-UD-CTL,San Diego,92123,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00015179-CL-UD-CTL,San Diego,92123,3,2019,Court finding,Y,"N, Y, Y, N",N
37-2019-00015193-CL-UD-CTL,San Diego,92128,3,2019,Court finding,Y,"Y, N",Y
37-2019-00015208-CL-UD-CTL,El Cajon,92021,3,2019,Stipulated judgment,Y,N,N
37-2019-00015216-CL-UD-CTL,Oceanside,92058,3,2019,Court finding,Y,"N, Y, Y",N
37-2019-00015259-CL-UD-CTL,Chula Vista,91911,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015276-CL-UD-CTL,Chula Vista,91911,3,2019,Court finding,Y,"N, Y",N
37-2019-00015308-CL-UD-CTL,Vista,92081,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00015333-CL-UD-CTL,San Diego,92124,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00015336-CL-UD-CTL,San Diego,92113,3,2019,Court finding,Y,"N, Y",N
37-2019-00015360-CL-UD-CTL,San Diego,92101,3,2019,Court finding,Y,N,N
37-2019-00015376-CL-UD-CTL,El Cajon,92021,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015409-CL-UD-CTL,Spring Valley,91977,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00015419-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00015426-CL-UD-CTL,Oceanside,92058,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015447-CL-UD-CTL,Oceanside,92058,3,2019,Court finding,Y,N,N
37-2019-00015474-CL-UD-CTL,Escondido,92026,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015497-CL-UD-CTL,Ramona,92065,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015515-CL-UD-CTL,La Mesa,91942,3,2019,Court finding,Y,N,N
37-2019-00015536-CL-UD-CTL,San Diego,92127,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00015569-CL-UD-CTL,El Cajon,92021,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015622-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00015644-CL-UD-CTL,Chula Vista,91911,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015651-CL-UD-CTL,Carlsbad,92011,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00015680-CL-UD-CTL,San Diego,92108,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015683-CL-UD-CTL,Oceanside,92054,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015772-CL-UD-CTL,Cardiff by the Sea,92007,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00015812-CL-UD-CTL,San Diego,92122,3,2019,Stipulated judgment,Y,N,N
37-2019-00015815-CL-UD-CTL,Chula Vista,91910,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015845-CL-UD-CTL,Chula Vista,91910,3,2019,Default judgment by clerk,Y,N,Y
37-2019-00015849-CL-UD-CTL,San Diego,92109,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015853-CL-UD-CTL,San Diego,92116,3,2019,Default judgment by clerk,N,N,Y
37-2019-00200124-CL-UD-CTL,,,3,2019,,N,,N
37-2019-00015864-CL-UD-CTL,Poway,92064,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015889-CL-UD-CTL,San Diego,92109,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00015894-CL-UD-CTL,San Diego,92154,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00015946-CL-UD-CTL,Oceanside,92056,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015952-CL-UD-CTL,National City,91950,3,2019,Stipulated judgment,Y,N,N
37-2019-00015957-CL-UD-CTL,Santee,92071,3,2019,Court finding,Y,N,Y
37-2019-00015958-CL-UD-CTL,CHULA VISTA,92911,3,2019,Default judgment by clerk,N,N,Y
37-2019-00015960-CL-UD-CTL,POWAY,92064,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00015964-CL-UD-CTL,SAN DIEGO,92115,3,2019,Stipulated judgment,Y,N,N
37-2019-00016104-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by clerk,N,N,Y
37-2019-00016130-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00016184-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00016194-CL-UD-CTL,SAN DIEGO,92111,3,2019,Court finding,Y,"Y, N",Y
37-2019-00016308-CL-UD-CTL,El Cajon,92021,3,2019,Stipulated judgment,Y,N,N
37-2019-00016327-CL-UD-CTL,El Cajon,92020,3,2019,Default judgment by clerk,N,N,Y
37-2019-00016441-CL-UD-CTL,Chula Vista,91913,3,2019,Default judgment by clerk,N,N,Y
37-2019-00016446-CL-UD-CTL,San Diego,92105,3,2019,Default judgment by clerk,N,N,Y
37-2019-00016457-CL-UD-CTL,Escondido,92027,3,2019,Default judgment by clerk,N,N,Y
37-2019-00016474-CL-UD-CTL,San Diego,92117,3,2019,Default judgment by court,N,"N, N",Y
37-2019-00016486-CL-UD-CTL,Escondido,92025,3,2019,Default judgment by clerk,N,N,Y
37-2019-00016502-CL-UD-CTL,Chula Vista,91913,3,2019,Default judgment by clerk,N,N,Y
37-2019-00016509-CL-UD-CTL,Encinitas,92024,3,2019,Court finding,Y,"N, Y",N
37-2019-00016514-CL-UD-CTL,San Diego,92128,3,2019,Court finding,Y,"N, N, Y",N
37-2019-00016652-CL-UD-CTL,San Diego,92103,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00016657-CL-UD-CTL,Chula Vista,91913,3,2019,Default judgment by clerk,N,N,Y
37-2019-00016660-CL-UD-CTL,San Diego,92116,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00016704-CL-UD-CTL,San Diego,92101,3,2019,Default judgment by clerk,N,N,Y
37-2019-00016709-CL-UD-CTL,Escondido,92026,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00016808-CL-UD-CTL,Vista,92084,4,2019,Default judgment by clerk,N,N,Y
37-2019-00016814-CL-UD-CTL,Escondido,92025,4,2019,Default judgment by court,N,"N, Y",Y
37-2019-00016816-CL-UD-CTL,San Marcos,92078,3,2019,Default judgment by clerk,N,N,Y
37-2019-00016824-CL-UD-CTL,Oceanside,92054,3,2019,Default judgment by clerk,N,N,Y
37-2019-00016828-CL-UD-CTL,Escondido,92025,4,2019,Default judgment by court,N,"Y, N",Y
37-2019-00016830-CL-UD-CTL,El Cajon,92021,3,2019,Default judgment by clerk,N,N,Y
37-2019-00016836-CL-UD-CTL,Imperial Beach,91932,3,2019,Default judgment by clerk,N,N,Y
37-2019-00016839-CL-UD-CTL,San Diego,92115,4,2019,Default judgment by court,N,"Y, N",Y
37-2019-00016844-CL-UD-CTL,San Diego,92105,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00016849-CL-UD-CTL,La Jolla,92037,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00016852-CL-UD-CTL,Escondido,92026,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00016856-CL-UD-CTL,San Diego,92108,3,2019,Request for Dismissal,N,"Y, N",Y
37-2019-00016865-CL-UD-CTL,San Diego,92114,3,2019,Default judgment by clerk,N,N,Y
37-2019-00016867-CL-UD-CTL,San Diego,92154,3,2019,Default judgment by court,N,"N, Y",Y
37-2019-00016921-CL-UD-CTL,El Cajon,92019,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00016987-CL-UD-CTL,San Diego,92123,4,2019,Default judgment by court,N,"N, Y",Y
37-2019-00016995-CL-UD-CTL,Escondido,92026,3,2019,Default judgment by court,N,"Y, N",Y
37-2019-00016999-CL-UD-CTL,San Diego,92129,3,2019,Request for Dismissal,N,N,Y
37-2019-00017035-CL-UD-CTL,Escondido,92025,4,2019,Default judgment by court,N,"Y, N",Y
37-2019-00017056-CL-UD-CTL,San Diego,92101,4,2019,Court finding,Y,N,N
37-2019-00017059-CL-UD-CTL,San Diego,92123,4,2019,Default judgment by clerk,N,N,Y
37-2019-00017062-CL-UD-CTL,San Diego,92104,4,2019,Default judgment by clerk,N,N,Y
37-2019-00017080-CL-UD-CTL,Escondido,92025,4,2019,Default judgment by court,N,"Y, N",Y
37-2019-00017092-CL-UD-CTL,San Diego,92139,4,2019,Court finding,Y,"N, N",N
37-2019-00017112-CL-UD-CTL,Chula Vista,91911,4,2019,Court finding,Y,"Y, N",N
37-2019-00017206-CL-UD-CTL,San Diego,92115,4,2019,Default judgment by court,N,"Y, N",Y
37-2019-00017212-CL-UD-CTL,Chula Vista,91910,4,2019,Default judgment by court,N,"Y, N",Y
37-2019-00017241-CL-UD-CTL,VISTA,92083,4,2019,Court finding,Y,"N, Y",N
37-2019-00017265-CL-UD-CTL,VISTA,92083,4,2019,Default judgment by court,N,"N, N",Y
37-2019-00017267-CL-UD-CTL,San Diego,92101,4,2019,Stipulated judgment,Y,N,N
37-2019-00017278-CL-UD-CTL,Encinitas,92024,4,2019,Default judgment by court,N,"Y, N",Y
37-2019-00017387-CL-UD-CTL,Oceanside,92056,4,2019,Default judgment by court,N,"N, Y",Y
37-2019-00017391-CL-UD-CTL,Oceanside,92056,4,2019,Default judgment by court,N,"N, Y",Y
37-2019-00017396-CL-UD-CTL,Imperial Beach,91932,4,2019,Default judgment by court,N,"N, Y",Y
37-2019-00017403-CL-UD-CTL,San Diego,92108,4,2019,Court finding,Y,"N, Y",N
37-2019-00017418-CL-UD-CTL,Chula Vista,91911,4,2019,Default judgment by clerk,N,N,Y
37-2019-00017423-CL-UD-CTL,El Cajon,92019,4,2019,Default judgment by court,N,"N, Y",Y
37-2019-00017434-CL-UD-CTL,Escondido,92026,4,2019,Default judgment by clerk,N,N,Y
37-2019-00017436-CL-UD-CTL,San Diego,92154,4,2019,Court finding,Y,"Y, N",N
