CASE NUMBER,CITY,ZIP,MONTH,YEAR,DISPO TYPE,ANSWER,MONEY JUDGMENT,DEFAULT
37-2018-00001053-CL-UD-CTL,SAN MARCOS,92078,1,2018,Stipulated judgment,Y,N,N
37-2018-00001060-CL-UD-CTL,EL CAJON,92021,1,2018,Request for Dismissal,N,N,N
37-2018-00001062-CL-UD-CTL,San Diego,92122,1,2018,Request for Dismissal,N,N,Y
37-2018-00001068-CL-UD-CTL,Escondido,92027,1,2018,Court finding,N,Y,N
37-2018-00001076-CL-UD-CTL,San Diego,92103,1,2018,Request for Dismissal,N,N,N
37-2018-00001118-CL-UD-CTL,San Diego,92104,1,2018,Court finding,Y,Y,N
37-2018-00001130-CL-UD-CTL,San Diego,92105,1,2018,Request for Dismissal,N,N,N
37-2018-00001140-CL-UD-CTL,La Mesa,91942,1,2018,Stipulated judgment,Y,N,N
37-2018-00001144-CL-UD-CTL,Oceanside,92056,1,2018,Court finding,Y,N,N
37-2018-00001166-CL-UD-CTL,San Diego,92104,1,2018,Stipulated judgment,Y,N,N
37-2018-00001168-CL-UD-CTL,San Diego,92123,1,2018,Request for Dismissal,N,N,N
37-2018-00001174-CL-UD-CTL,San Diego,92123,1,2018,Default judgment by court,N,Y,Y
37-2018-00001210-CL-UD-CTL,RAMONA,92065,1,2018,Stipulated judgment,Y,N,N
37-2018-00001230-CL-UD-CTL,San Diego,92105,1,2018,Court-ordered dismissal,N,N,N
37-2018-00001237-CL-UD-CTL,San DIego,92104,1,2018,Stipulated judgment,Y,N,N
37-2018-00001238-CL-UD-CTL,Spring Valley,91977,1,2018,Request for Dismissal,N,N,N
37-2018-00001244-CL-UD-CTL,San Diego,92102,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00001247-CL-UD-CTL,San Diego,92102,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00001255-CL-UD-CTL,ESCONDIDO,92027,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00001260-CL-UD-CTL,San Diego,92115,1,2018,Request for Dismissal,Y,N,N
37-2018-00001268-CL-UD-CTL,San Diego,92103,1,2018,Stipulated judgment,Y,N,N
37-2018-00001270-CL-UD-CTL,San Diego,92114,1,2018,Request for Dismissal,N,N,N
37-2018-00001298-CL-UD-CTL,San Diego,92116,1,2018,Request for Dismissal,Y,N,N
37-2018-00001299-CL-UD-CTL,El Cajon,92020,1,2018,Request for Dismissal,N,N,N
37-2018-00001348-CL-UD-CTL,SAN MARCOS,92078,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00001386-CL-UD-CTL,Chula Vista,91911,1,2018,Request for Dismissal,N,N,N
37-2018-00001402-CL-UD-CTL,Spring Valley,91977,1,2018,Request for Dismissal,N,N,N
37-2018-00001419-CL-UD-CTL,Encinitas,92024,1,2018,Default judgment by clerk,N,N,Y
37-2018-00001441-CL-UD-CTL,Lakeside,92040,1,2018,Request for Dismissal,N,N,Y
37-2018-00001444-CL-UD-CTL,Chula Vista,91911,1,2018,Request for Dismissal,N,N,N
37-2018-00001488-CL-UD-CTL,San Diego,92115,1,2018,Summary judgment,Y,N,N
37-2018-00001519-CL-UD-CTL,Oceanside,92057,1,2018,Default judgment by clerk,N,N,Y
37-2018-00001520-CL-UD-CTL,San Diego,92115,1,2018,Dismissed,Y,N,N
37-2018-00001534-CL-UD-CTL,San Diego,92104,1,2018,Request for Dismissal,N,N,N
37-2018-00001536-CL-UD-CTL,El Cajon,92020,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00001546-CL-UD-CTL,San Diego,92115-3722,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00001547-CL-UD-CTL,Vista,92083,1,2018,Request for Dismissal,N,N,N
37-2018-00001577-CL-UD-CTL,Chula Vista,91910,1,2018,Stipulated judgment,Y,N,Y
37-2018-00001578-CL-UD-CTL,San Diego,92101,1,2018,Court finding,Y,Y,Y
37-2018-00001592-CL-UD-CTL,Carlsbad,92009,1,2018,Request for Dismissal,N,N,N
37-2018-00001620-CL-UD-CTL,San Diego,92102,1,2018,Dismissal,Y,N,N
37-2018-00001638-CL-UD-CTL,San Diego,92101,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00001643-CL-UD-CTL,San Diego,92126,1,2018,Request for Dismissal,N,N,N
37-2018-00001651-CL-UD-CTL,Carlsbad,92009,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00001658-CL-UD-CTL,Escondido,92025,1,2018,Request for Dismissal,N,N,N
37-2018-00001662-CL-UD-CTL,San Diego,92122,1,2018,Court-ordered dismissal,N,N,Y
37-2018-00001667-CL-UD-CTL,San Diego,92122,1,2018,Request for Dismissal,N,N,N
37-2018-00001673-CL-UD-CTL,San Diego,92122,1,2018,Request for Dismissal,N,N,N
37-2018-00001675-CL-UD-CTL,San Diego,92122,1,2018,Request for Dismissal,N,N,N
37-2018-00001694-CL-UD-CTL,San Diego,92101,1,2018,Request for Dismissal,N,N,N
37-2018-00001699-CL-UD-CTL,San Diego,92110,1,2018,Request for Dismissal,N,N,N
37-2018-00001712-CL-UD-CTL,Chula Vista,91910,1,2018,Stipulated judgment,Y,N,N
37-2018-00001717-CL-UD-CTL,El Cajon,92021,1,2018,Stipulated judgment,Y,N,N
37-2018-00001721-CL-UD-CTL,El Cajon,92021,1,2018,Stipulated judgment,Y,N,N
37-2018-00001723-CL-UD-CTL,Chula Vista,91911,1,2018,Dismissed,Y,N,Y
37-2018-00001736-CL-UD-CTL,Spring Valley,91977,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00001774-CL-UD-CTL,Escondido,92027,1,2018,Request for Dismissal,N,N,N
37-2018-00001779-CL-UD-CTL,San Diego,92122,1,2018,Request for Dismissal,N,N,N
37-2018-00001780-CL-UD-CTL,San Diego,92126,1,2018,Court-ordered dismissal,N,N,N
37-2018-00001781-CL-UD-CTL,Escondido,92029,1,2018,Request for Dismissal,N,N,N
37-2018-00001793-CL-UD-CTL,San Diego,92101,1,2018,Request for Dismissal,N,N,N
37-2018-00001800-CL-UD-CTL,San Diego,92115,1,2018,Stipulated judgment,Y,N,N
37-2018-00001803-CL-UD-CTL,San Diego,92115,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00001809-CL-UD-CTL,Bonita,91902,1,2018,Court-ordered dismissal,N,N,N
37-2018-00001817-CL-UD-CTL,San Diego,92154,1,2018,Court-ordered dismissal,N,N,N
37-2018-00001823-CL-UD-CTL,Potrero,91963,1,2018,Dismissed,Y,N,N
37-2018-00001825-CL-UD-CTL,Imperial Beach,91932,1,2018,Court-ordered dismissal,N,N,N
37-2018-00001838-CL-UD-CTL,Lemon Grove,91945,1,2018,Request for Dismissal,Y,N,N
37-2018-00001869-CL-UD-CTL,San Diego,92101,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00001874-CL-UD-CTL,Chula Vista,91913,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00001940-CL-UD-CTL,San Diego,92105,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00001951-CL-UD-CTL,San Diego,92115,1,2018,Request for Dismissal,N,N,N
37-2018-00001960-CL-UD-CTL,San Diego,92154,1,2018,Request for Dismissal,N,N,N
37-2018-00001962-CL-UD-CTL,SAN DIEGO,92115,1,2018,Request for Dismissal,N,N,N
37-2018-00001970-CL-UD-CTL,Oceanside,92056,1,2018,Request for Dismissal,N,N,N
37-2018-00001985-CL-UD-CTL,El Cajon,92021,1,2018,Court-ordered dismissal,N,N,N
37-2018-00002000-CL-UD-CTL,El Cajon,92019,1,2018,Request for Dismissal,N,N,N
37-2018-00002004-CL-UD-CTL,San Diego,92126,1,2018,Request for Dismissal,Y,N,N
37-2018-00002018-CL-UD-CTL,La Mesa,91942,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00002023-CL-UD-CTL,Chula Vista,91910,1,2018,Court-ordered dismissal,N,N,N
37-2018-00002029-CL-UD-CTL,Chula Vista,91911,1,2018,Court-ordered dismissal,N,N,N
37-2018-00002038-CL-UD-CTL,La Mesa,91941,1,2018,Request for Dismissal,N,N,N
37-2018-00002042-CL-UD-CTL,San Diego,92105,1,2018,Request for Dismissal,N,N,N
37-2018-00002074-CL-UD-CTL,Chula Vista,91911,1,2018,Stipulated judgment,Y,N,N
37-2018-00002251-CL-UD-CTL,Oceanside,92054,1,2018,Court-ordered dismissal,N,N,Y
37-2018-00002286-CL-UD-CTL,Escondido,92025,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00002296-CL-UD-CTL,Vista,92081,1,2018,Dismissed,Y,N,N
37-2018-00002304-CL-UD-CTL,San Diego,92154,1,2018,Default judgment by court,N,Y,Y
37-2018-00002317-CL-UD-CTL,El Cajon,92020,1,2018,Request for Dismissal,N,N,N
37-2018-00002318-CL-UD-CTL,National City,91950,1,2018,Request for Dismissal,N,N,N
37-2018-00002321-CL-UD-CTL,San Diego,92113,1,2018,Stipulated judgment,Y,N,N
37-2018-00002353-CL-UD-CTL,Escondido,92025,1,2018,Court-ordered dismissal,Y,N,Y
37-2018-00002417-CL-UD-CTL,San Diego,92115,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00002418-CL-UD-CTL,Imperial Beach,91932,1,2018,Request for Dismissal,Y,N,N
37-2018-00002422-CL-UD-CTL,San Diego,92154,1,2018,Request for Dismissal,N,N,N
37-2018-00002427-CL-UD-CTL,Escondido,92025,1,2018,Stipulated judgment,Y,N,N
37-2018-00002437-CL-UD-CTL,San Diego,92108,1,2018,Request for Dismissal,N,N,N
37-2018-00002446-CL-UD-CTL,San Diego,92154,1,2018,Dismissed,Y,N,N
37-2018-00002484-CL-UD-CTL,San Diego,92108,1,2018,Request for Dismissal,N,N,N
37-2018-00002527-CL-UD-CTL,La Mesa,91942,1,2018,Request for Dismissal,N,N,N
37-2018-00002621-CL-UD-CTL,San Diego,92105,1,2018,Stipulated judgment,Y,N,N
37-2018-00002626-CL-UD-CTL,El Cajon,92020,1,2018,Request for Dismissal,Y,N,N
37-2018-00002629-CL-UD-CTL,San Diego,92111,1,2018,Request for Dismissal,N,N,N
37-2018-00002642-CL-UD-CTL,CHULA VISTA,91911,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00200111-CL-UD-CTL,,,1,2018,,N,N,N
37-2018-00002670-CL-UD-CTL,LAKESIDE,92040,1,2018,Request for Dismissal,N,N,N
37-2018-00002680-CL-UD-CTL,San Diego,92104,1,2018,Request for Dismissal,Y,N,N
37-2018-00002713-CL-UD-CTL,Santee,92071,1,2018,Request for Dismissal,N,N,N
37-2018-00002723-CL-UD-CTL,San Diego,92114,1,2018,Dismissed,Y,N,N
37-2018-00002728-CL-UD-CTL,Carlsbad,92011,1,2018,Request for Dismissal,N,N,Y
37-2018-00002733-CL-UD-CTL,San Diego,92116,1,2018,,Y,N,N
37-2018-00002744-CL-UD-CTL,San Diego,92111,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00002745-CL-UD-CTL,San Diego,92101,1,2018,Request for Dismissal,N,N,Y
37-2018-00002750-CL-UD-CTL,El Cajon,92020,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00002818-CL-UD-CTL,San Diego,92105,1,2018,Court finding,Y,Y,N
37-2018-00002819-CL-UD-CTL,Spring Valley,91977,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00002833-CL-UD-CTL,SAN YSIDRO,92173,1,2018,Court finding,Y,N,Y
37-2018-00002839-CL-UD-CTL,La Mesa,91942,1,2018,Request for Dismissal,N,N,N
37-2018-00002842-CL-UD-CTL,Poway,92064,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00002853-CL-UD-CTL,San Diego,92115,1,2018,Request for Dismissal,Y,N,N
37-2018-00002866-CL-UD-CTL,San Diego,92126,1,2018,Court finding,Y,N,N
37-2018-00002876-CL-UD-CTL,San Diego,92122,1,2018,Request for Dismissal,N,N,N
37-2018-00002886-CL-UD-CTL,San Diego,92101,1,2018,Request for Dismissal,N,N,N
37-2018-00002903-CL-UD-CTL,El Cajon,92021,1,2018,Court-ordered dismissal,N,N,N
37-2018-00002904-CL-UD-CTL,Chula Vista,91913,1,2018,Request for Dismissal,N,N,N
37-2018-00002910-CL-UD-CTL,La Mesa,91942,1,2018,Request for Dismissal,Y,N,N
37-2018-00002925-CL-UD-CTL,San Diego,92108,1,2018,Request for Dismissal,N,N,N
37-2018-00002936-CL-UD-CTL,San Marcos,92069,1,2018,Request for Dismissal,N,N,N
37-2018-00002949-CL-UD-CTL,San Diego,92105,1,2018,Stipulated judgment,Y,N,N
37-2018-00002951-CL-UD-CTL,San Diego,92113,1,2018,Request for Dismissal,Y,N,N
37-2018-00002955-CL-UD-CTL,San Diego,92117,1,2018,Request for Dismissal,N,N,N
37-2018-00002958-CL-UD-CTL,Vista,92084,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00003000-CL-UD-CTL,SAN DIEGO,92101,1,2018,Stipulated judgment,Y,N,N
37-2018-00003014-CL-UD-CTL,San Diego,92122,1,2018,Court finding,Y,Y,N
37-2018-00003016-CL-UD-CTL,National City,91950,1,2018,Stipulated judgment,Y,N,N
37-2018-00003021-CL-UD-CTL,El Cajon,92021,1,2018,Default judgment by court,N,Y,Y
37-2018-00003030-CL-UD-CTL,VISTA,92083,1,2018,Court-ordered dismissal,N,N,N
37-2018-00003054-CL-UD-CTL,San Diego,92105,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00003069-CL-UD-CTL,San Diego,92123,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00003079-CL-UD-CTL,San Diego,92139,1,2018,Request for Dismissal,Y,N,N
37-2018-00003111-CL-UD-CTL,VISTA,92083,1,2018,Court-ordered dismissal,N,N,N
37-2018-00003113-CL-UD-CTL,San Diego,92130,1,2018,Court finding,Y,Y,N
37-2018-00003116-CL-UD-CTL,San Diego,92130,1,2018,Request for Dismissal,N,N,Y
37-2018-00003118-CL-UD-CTL,San Diego,92104,1,2018,Request for Dismissal,Y,N,N
37-2018-00003128-CL-UD-CTL,Oceanside,92054,1,2018,Request for Dismissal,N,N,N
37-2018-00003131-CL-UD-CTL,CHULA VISTA,91910,1,2018,Request for Dismissal,N,N,N
37-2018-00003133-CL-UD-CTL,Escondido,92027,1,2018,Court finding,Y,N,Y
37-2018-00003135-CL-UD-CTL,VISTA,92083,1,2018,Request for Dismissal,N,N,N
37-2018-00003138-CL-UD-CTL,San Diego,92126,1,2018,Request for Dismissal,N,N,N
37-2018-00003151-CL-UD-CTL,VISTA,92083,1,2018,Court-ordered dismissal,N,N,N
37-2018-00003158-CL-UD-CTL,OCEANSIDE,92054,1,2018,Stipulated judgment,Y,N,N
37-2018-00003160-CL-UD-CTL,Julian,92036,1,2018,Court-ordered dismissal,N,N,N
37-2018-00003171-CL-UD-CTL,San Diego,92102,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00003175-CL-UD-CTL,Escondido,92026,1,2018,Stipulated judgment,Y,N,N
37-2018-00003191-CL-UD-CTL,VISTA,92083,1,2018,Request for Dismissal,N,N,N
37-2018-00003235-CL-UD-CTL,San Diego,92102,1,2018,Court finding,Y,Y,N
37-2018-00003249-CL-UD-CTL,La Mesa,91942,1,2018,Request for Dismissal,N,N,N
37-2018-00003251-CL-UD-CTL,La Mesa,91941,1,2018,Stipulated judgment,Y,N,N
37-2018-00003260-CL-UD-CTL,San Diego,92128,1,2018,Request for Dismissal,N,N,N
37-2018-00003296-CL-UD-CTL,Vista,92083,1,2018,Request for Dismissal,Y,N,N
37-2018-00003311-CL-UD-CTL,San Diego,92116,1,2018,,Y,N,N
37-2018-00003319-CL-UD-CTL,SAN DIEGO,92127,1,2018,Court-ordered dismissal,N,N,N
37-2018-00003331-CL-UD-CTL,El Cajon,92020,1,2018,Court finding,Y,Y,N
37-2018-00003370-CL-UD-CTL,La Mesa,91941,1,2018,Default judgment by court,N,Y,Y
37-2018-00003400-CL-UD-CTL,El Cajon,92021,1,2018,Request for Dismissal,N,N,N
37-2018-00003401-CL-UD-CTL,La Mesa,91942,1,2018,Request for Dismissal,N,N,N
37-2018-00003413-CL-UD-CTL,San Diego,92128,1,2018,Request for Dismissal,N,N,N
37-2018-00003426-CL-UD-CTL,Carlsbad,92010,1,2018,Request for Dismissal,N,N,N
37-2018-00003429-CL-UD-CTL,San Diego,92154,1,2018,Request for Dismissal,Y,N,N
37-2018-00003433-CL-UD-CTL,San Diego,92114,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00003439-CL-UD-CTL,San Diego,92117,1,2018,Request for Dismissal,Y,N,N
37-2018-00003458-CL-UD-CTL,San Diego,92154,1,2018,Default judgment by court,N,Y,Y
37-2018-00003459-CL-UD-CTL,Oceanside,92056,1,2018,Request for Dismissal,N,N,N
37-2018-00003486-CL-UD-CTL,Fallbrook,92028,1,2018,Court finding,Y,N,N
37-2018-00003501-CL-UD-CTL,San Diego,92130,1,2018,Request for Dismissal,N,N,N
37-2018-00003502-CL-UD-CTL,San Diego,92105,1,2018,Request for Dismissal,N,N,N
37-2018-00003509-CL-UD-CTL,San Diego,92139,1,2018,Stipulated judgment,Y,N,N
37-2018-00003513-CL-UD-CTL,San Diego,92101,1,2018,Request for Dismissal,N,N,N
37-2018-00003554-CL-UD-CTL,Oceanside,92054,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00003556-CL-UD-CTL,San Diego,92113,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00003588-CL-UD-CTL,San Diego,92101,1,2018,Court-ordered dismissal,Y,N,N
37-2018-00003594-CL-UD-CTL,San Diego,92124,1,2018,Request for Dismissal,N,N,N
37-2018-00003625-CL-UD-CTL,San Diego,92117,1,2018,Request for Dismissal,N,N,N
37-2018-00003627-CL-UD-CTL,San Diego,92117,1,2018,Stipulated judgment,N,N,N
