CASE NUMBER,CITY,ZIP,MONTH,YEAR,DISPO TYPE,ANSWER,MONEY JUDGMENT,DEFAULT
37-2018-00037505-CL-UD-CTL,Poway,92064,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00037510-CL-UD-CTL,National City,91950,7,2018,Request for Dismissal,N,N,N
37-2018-00037523-CL-UD-CTL,OCEANSIDE,92054,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00037537-CL-UD-CTL,San Diego,92154,7,2018,Court-ordered dismissal,N,N,N
37-2018-00037555-CL-UD-CTL,El Cajon,92019,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00037566-CL-UD-CTL,San Diego,92109,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00037567-CL-UD-CTL,San Marcos,92069,7,2018,Request for Dismissal,Y,N,Y
37-2018-00037570-CL-UD-CTL,San Diego,92109,7,2018,Court-ordered dismissal,Y,N,Y
37-2018-00037577-CL-UD-CTL,San Diego,92113,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00037592-CL-UD-CTL,La Mesa,91941,7,2018,Request for Dismissal,Y,N,N
37-2018-00037594-CL-UD-CTL,San Diego,92106,7,2018,Stipulated judgment,Y,N,N
37-2018-00037605-CL-UD-CTL,San Diego,92101,7,2018,Court-ordered dismissal,N,N,N
37-2018-00037609-CL-UD-CTL,El Cajon,92021,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00037622-CL-UD-CTL,San Diego,92124,7,2018,Request for Dismissal,N,N,N
37-2018-00037625-CL-UD-CTL,San Ysidro,92173,7,2018,Court finding,Y,Y,N
37-2018-00037642-CL-UD-CTL,San Diego,92105,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00037648-CL-UD-CTL,Oceanside,92056,7,2018,Request for Dismissal,N,N,N
37-2018-00037657-CL-UD-CTL,Poway,92064,7,2018,Court finding,N,Y,N
37-2018-00037681-CL-UD-CTL,San Diego,92130,7,2018,Court finding,Y,N,N
37-2018-00037700-CL-UD-CTL,San Diego,92104,7,2018,Stipulated judgment,Y,N,N
37-2018-00037703-CL-UD-CTL,Alpine,91901,7,2018,Request for Dismissal,Y,N,Y
37-2018-00037711-CL-UD-CTL,Chula Vista,91910,7,2018,Default judgment by clerk,N,N,Y
37-2018-00037720-CL-UD-CTL,Carlsbad,92008,7,2018,Request for Dismissal,N,N,N
37-2018-00037723-CL-UD-CTL,San Diego,92109,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00037727-CL-UD-CTL,Escondido,92025,7,2018,Request for Dismissal,N,N,N
37-2018-00037733-CL-UD-CTL,San Diego,92131,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00037737-CL-UD-CTL,Boulevard,91905,7,2018,Request for Dismissal,Y,N,N
37-2018-00037748-CL-UD-CTL,San Diego,92101,7,2018,Dismissed,Y,N,N
37-2018-00037773-CL-UD-CTL,Escondido,92027,7,2018,Request for Dismissal,N,N,N
37-2018-00037794-CL-UD-CTL,OCEANSIDE,92054,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00037835-CL-UD-CTL,SAN DIEGO,92129,7,2018,,N,N,Y
37-2018-00037837-CL-UD-CTL,San Diego,92115,7,2018,Court dismissal- Lack of Prosecution,Y,N,N
37-2018-00037846-CL-UD-CTL,Chula Vista,91911,7,2018,Default judgment by court,N,Y,Y
37-2018-00037853-CL-UD-CTL,National City,91950,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00037856-CL-UD-CTL,San Marcos,92078,7,2018,Court-ordered dismissal,N,N,N
37-2018-00037859-CL-UD-CTL,El Cajon,92021,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00037874-CL-UD-CTL,El Cajon,92021,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00037876-CL-UD-CTL,San Diego,92108,7,2018,Request for Dismissal,N,N,N
37-2018-00037885-CL-UD-CTL,National City,91950,7,2018,Request for Dismissal,N,N,N
37-2018-00037893-CL-UD-CTL,San Diego,92111,7,2018,Stipulated judgment,N,N,N
37-2018-00037909-CL-UD-CTL,Vista,92081,7,2018,Request for Dismissal,N,N,N
37-2018-00037916-CL-UD-CTL,San Diego,92109,7,2018,Request for Dismissal,N,N,N
37-2018-00037918-CL-UD-CTL,San Diego,92113,7,2018,Court finding,Y,Y,Y
37-2018-00037978-CL-UD-CTL,San Diego,92102,7,2018,Request for Dismissal,Y,N,N
37-2018-00037988-CL-UD-CTL,Chula Vista,91910,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00200145-CL-UD-CTL,,,7,2018,,N,N,N
37-2018-00038011-CL-UD-CTL,El Cajon,92021,7,2018,Stipulated judgment,Y,N,N
37-2018-00038013-CL-UD-CTL,San Diego,92129,7,2018,Default judgment by court,N,Y,Y
37-2018-00038016-CL-UD-CTL,Chula Vista,91910,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00038018-CL-UD-CTL,Carlsbad,92008,7,2018,Request for Dismissal,N,N,N
37-2018-00038021-CL-UD-CTL,San Diego,92117,7,2018,Court finding,Y,Y,Y
37-2018-00038030-CL-UD-CTL,San Diego,92101,7,2018,Request for Dismissal,N,N,N
37-2018-00038038-CL-UD-CTL,San Diego,92115,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00038041-CL-UD-CTL,San Diego,92115,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00038047-CL-UD-CTL,Chula Vista,91911,7,2018,Court-ordered dismissal,Y,N,Y
37-2018-00038048-CL-UD-CTL,Chula Vista,91915,7,2018,Request for Dismissal,N,N,N
37-2018-00038052-CL-UD-CTL,La Mesa,91942,7,2018,Request for Dismissal,N,N,N
37-2018-00038053-CL-UD-CTL,La Mesa,91942,7,2018,Request for Dismissal,N,N,N
37-2018-00038056-CL-UD-CTL,Chula Vista,91911,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00038075-CL-UD-CTL,San Diego,92105,7,2018,Request for Dismissal,N,N,N
37-2018-00038077-CL-UD-CTL,OCEANSIDE,92054,7,2018,Court-ordered dismissal,Y,N,N
37-2018-00038088-CL-UD-CTL,San Diego,92101,7,2018,Request for Dismissal,N,N,N
37-2018-00038101-CL-UD-CTL,Lakeside,92040,7,2018,Dismissed,Y,N,N
37-2018-00038105-CL-UD-CTL,El Cajon,92019,7,2018,Request for Dismissal,N,N,N
37-2018-00038141-CL-UD-CTL,San Diego,92129,7,2018,Stipulated judgment,Y,N,N
37-2018-00038176-CL-UD-CTL,Santee,92071,7,2018,Default judgment by clerk,N,N,Y
37-2018-00038188-CL-UD-CTL,San Diego,92102,8,2018,Court-ordered dismissal,N,N,N
37-2018-00038201-CL-UD-CTL,San Diego,92105,7,2018,Dismissal,Y,N,N
37-2018-00038241-CL-UD-CTL,San Diego,92114,8,2018,Court-ordered dismissal,Y,Y,Y
37-2018-00038242-CL-UD-CTL,Vista,92084,7,2018,Stipulated judgment,Y,N,N
37-2018-00038246-CL-UD-CTL,El Cajon,92019,7,2018,Court-ordered dismissal,N,N,N
37-2018-00038284-CL-UD-CTL,San Diego,92101,7,2018,Default judgment by clerk,N,N,Y
37-2018-00038297-CL-UD-CTL,Rancho Santa Fe,92067,8,2018,Request for Dismissal,N,N,N
37-2018-00038332-CL-UD-CTL,San Diego,92105,8,2018,Request for Dismissal,N,N,N
37-2018-00038336-CL-UD-CTL,San Diego,92114,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00038392-CL-UD-CTL,Lakeside,92040,8,2018,Request for Dismissal,Y,N,N
37-2018-00038397-CL-UD-CTL,San Diego,92113,8,2018,Default judgment by clerk,N,N,Y
37-2018-00038401-CL-UD-CTL,Carlsbad,92010,8,2018,Dismissed,Y,N,N
37-2018-00038402-CL-UD-CTL,San Diego,92117,8,2018,Court-ordered dismissal,N,N,N
37-2018-00038429-CL-UD-CTL,San Diego,92102,8,2018,Dismissal,N,N,N
37-2018-00038441-CL-UD-CTL,San Diego,92117,8,2018,Request for Dismissal,N,N,N
37-2018-00038446-CL-UD-CTL,San Diego,92115,8,2018,Stipulated judgment,Y,N,N
37-2018-00038466-CL-UD-CTL,OCEANSIDE,92058,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00038475-CL-UD-CTL,VISTA,92084,8,2018,Court dismissal- Lack of Prosecution,N,N,N
37-2018-00038501-CL-UD-CTL,San Diego,92109,8,2018,Court-ordered dismissal,N,N,N
37-2018-00038511-CL-UD-CTL,Santee,92071,8,2018,Court finding,Y,Y,N
37-2018-00038553-CL-UD-CTL,Solana Beach,92075,8,2018,Request for Dismissal,N,N,N
37-2018-00038562-CL-UD-CTL,Bonita,91902,8,2018,Request for Dismissal,N,N,N
37-2018-00038566-CL-UD-CTL,Chula Vista,91911,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00038583-CL-UD-CTL,Escondido,92027,8,2018,Request for Dismissal,Y,N,N
37-2018-00038591-CL-UD-CTL,Carlsbad,92008,8,2018,Request for Dismissal,N,N,N
37-2018-00038632-CL-UD-CTL,Chula Vista,91910,8,2018,Request for Dismissal,Y,N,N
37-2018-00038659-CL-UD-CTL,San Diego,92115,8,2018,,N,N,N
37-2018-00038660-CL-UD-CTL,San Diego,92115,8,2018,,N,N,N
37-2018-00038662-CL-UD-CTL,San Diego,92105,8,2018,Request for Dismissal,N,N,N
37-2018-00038671-CL-UD-CTL,El Cajon,92021,8,2018,Dismissal,Y,N,N
37-2018-00038677-CL-UD-CTL,El Cajon,92021,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00038681-CL-UD-CTL,SAN DIEGO,92113,8,2018,Stipulated judgment,Y,N,N
37-2018-00038702-CL-UD-CTL,Chula Vista,91914,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00038741-CL-UD-CTL,San Diego,92105,8,2018,Stipulated judgment,Y,N,N
37-2018-00038792-CL-UD-CTL,Poway,92064,8,2018,Stipulated judgment,Y,N,Y
37-2018-00038793-CL-UD-CTL,Escondido,92025,8,2018,Request for Dismissal,N,N,N
37-2018-00038798-CL-UD-CTL,San Diego,92103,8,2018,Default judgment by clerk,N,N,Y
37-2018-00038799-CL-UD-CTL,San Diego,92105,8,2018,Request for Dismissal,N,N,N
37-2018-00038804-CL-UD-CTL,San Diego,92103,8,2018,Request for Dismissal,Y,N,N
37-2018-00038807-CL-UD-CTL,San Diego,92139,8,2018,Default judgment by court,N,Y,Y
37-2018-00038808-CL-UD-CTL,La Mesa,91942,8,2018,Default judgment by court,N,Y,Y
37-2018-00038815-CL-UD-CTL,Alpine,91901,8,2018,Court finding,Y,N,N
37-2018-00038818-CL-UD-CTL,El Cajon,92021,8,2018,Stipulated judgment,Y,N,N
37-2018-00038820-CL-UD-CTL,Escondido,92026,8,2018,Other court dismissal - Conditional or Good Faith,N,N,N
37-2018-00038836-CL-UD-CTL,San Diego,92131,8,2018,Court dismissal- Lack of Prosecution,N,N,N
37-2018-00038841-CL-UD-CTL,San Diego,92139,8,2018,Request for Dismissal,N,N,N
37-2018-00038847-CL-UD-CTL,El Cajon,92020,8,2018,Court-ordered dismissal,N,N,N
37-2018-00038861-CL-UD-CTL,San Diego,92139,8,2018,Request for Dismissal,N,N,Y
37-2018-00038948-CL-UD-CTL,Spring Valley,91977,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00038965-CL-UD-CTL,San Diego,92101,8,2018,Request for Dismissal,N,N,N
37-2018-00038969-CL-UD-CTL,Chula Vista,91915,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00038977-CL-UD-CTL,San Diego,92105,8,2018,Default judgment by clerk,N,N,Y
37-2018-00038981-CL-UD-CTL,San Diego,92107,8,2018,Request for Dismissal,Y,N,N
37-2018-00038982-CL-UD-CTL,La Mesa,91941,8,2018,Request for Dismissal,Y,N,N
37-2018-00038993-CL-UD-CTL,La Mesa,91942,8,2018,Request for Dismissal,N,N,N
37-2018-00039001-CL-UD-CTL,Santee,92071,8,2018,Stipulated settlement per CCP 664.6,Y,N,N
37-2018-00039002-CL-UD-CTL,Chula Vista,91915,8,2018,Default judgment by court,N,Y,Y
37-2018-00039010-CL-UD-CTL,San  Diego,92131,8,2018,Request for Dismissal,N,N,N
37-2018-00039017-CL-UD-CTL,San Diego,92127,8,2018,Court finding,Y,N,Y
37-2018-00039086-CL-UD-CTL,San Diego,92105,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00039123-CL-UD-CTL,Vista,92081,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00039129-CL-UD-CTL,SAN DIEGO,92101,8,2018,Request for Dismissal,N,N,N
37-2018-00039148-CL-UD-CTL,Vista,92083,8,2018,Dismissal,N,N,N
37-2018-00039155-CL-UD-CTL,EL CAJON,92021,8,2018,Request for Dismissal,Y,N,N
37-2018-00039219-CL-UD-CTL,Lakeside,92040,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00039229-CL-UD-CTL,Carlsbad,92008,8,2018,Request for Dismissal,N,N,N
37-2018-00039237-CL-UD-CTL,Lakeside,92040,8,2018,Stipulated judgment,Y,N,N
37-2018-00039253-CL-UD-CTL,Imperial Beach,91932,8,2018,Stipulated judgment,Y,Y,N
37-2018-00039259-CL-UD-CTL,Chula Vista,91910,8,2018,Court finding,Y,Y,N
37-2018-00039265-CL-UD-CTL,La Mesa,91941,8,2018,Request for Dismissal,N,N,N
37-2018-00039285-CL-UD-CTL,SAN DIEGO,92104,8,2018,Stipulated judgment,Y,N,N
37-2018-00039303-CL-UD-CTL,Lakeside,92040,8,2018,Stipulated judgment,Y,N,N
37-2018-00039306-CL-UD-CTL,San Diego,92123,8,2018,Dismissal,N,N,Y
37-2018-00039307-CL-UD-CTL,San Diego,92122,8,2018,Stipulated judgment,Y,N,N
37-2018-00039321-CL-UD-CTL,San Diego,92131,8,2018,Request for Dismissal,N,N,N
37-2018-00039324-CL-UD-CTL,Escondido,92026,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039333-CL-UD-CTL,oceanside,92054,8,2018,Request for Dismissal,N,N,N
37-2018-00039392-CL-UD-CTL,Ramona,92065,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039397-CL-UD-CTL,San Diego,92105,8,2018,Request for Dismissal,Y,N,N
37-2018-00039452-CL-UD-CTL,Escondido,92025,8,2018,Request for Dismissal,Y,N,Y
37-2018-00039492-CL-UD-CTL,Spring Valley,91977,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00039494-CL-UD-CTL,La Jolla,92037,8,2018,Court-ordered dismissal,N,N,Y
37-2018-00039542-CL-UD-CTL,La Jolla,92037,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00039543-CL-UD-CTL,Chula Vista,91911,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039550-CL-UD-CTL,San Diego,92101,8,2018,Dismissal,N,N,N
37-2018-00039558-CL-UD-CTL,Spring Valley,91977,8,2018,Court finding,Y,N,Y
37-2018-00039577-CL-UD-CTL,San Diego,92117,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039580-CL-UD-CTL,San Diego,92128,8,2018,Request for Dismissal,N,N,N
37-2018-00039590-CL-UD-CTL,Valley Center,92082,8,2018,Stipulated judgment,Y,N,N
37-2018-00039593-CL-UD-CTL,San Diego,92103,8,2018,Request for Dismissal,Y,N,N
37-2018-00039606-CL-UD-CTL,EL CAJON,92021,8,2018,Request for Dismissal,Y,N,N
37-2018-00039614-CL-UD-CTL,San Diego,92115,8,2018,Request for Dismissal,N,N,N
37-2018-00039617-CL-UD-CTL,Fallbrook,92028,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039654-CL-UD-CTL,San Diego,92101,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00039674-CL-UD-CTL,Oceanside,92057,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039679-CL-UD-CTL,Borrego Springs,92004,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039697-CL-UD-CTL,Warner Springs,92086,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039730-CL-UD-CTL,San Marcos,92078,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039767-CL-UD-CTL,San Diego,92110,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00039782-CL-UD-CTL,San Diego,92129,8,2018,Request for Dismissal,Y,N,N
37-2018-00039786-CL-UD-CTL,San Diego,92056,8,2018,Request for Dismissal,N,N,N
37-2018-00039790-CL-UD-CTL,SAN DIEGO,92104,8,2018,Stipulated judgment,Y,N,N
37-2018-00039795-CL-UD-CTL,CARLSBAD,92011,8,2018,Stipulated judgment,Y,N,N
37-2018-00039804-CL-UD-CTL,Oceanside,92057,8,2018,Court finding,Y,Y,N
37-2018-00039844-CL-UD-CTL,SAN MARCOS,92069,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039857-CL-UD-CTL,SAN DIEGO,92113,8,2018,Default judgment by clerk,N,N,Y
37-2018-00039870-CL-UD-CTL,Escondido,92025,8,2018,Request for Dismissal,N,N,N
37-2018-00039871-CL-UD-CTL,Chula Vista,91910,8,2018,Request for Dismissal,N,N,N
37-2018-00039873-CL-UD-CTL,San Diego,92122,8,2018,Request for Dismissal,N,N,N
37-2018-00039877-CL-UD-CTL,San Diego,92103,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00039898-CL-UD-CTL,Rancho Santa Fe,92067,8,2018,Request for Dismissal,N,N,N
37-2018-00039904-CL-UD-CTL,Spring Valley,91977,8,2018,Request for Dismissal,N,N,Y
37-2018-00039907-CL-UD-CTL,FALLBROOK,92028,8,2018,Stipulated judgment,Y,N,N
37-2018-00039921-CL-UD-CTL,San Diego,92101,8,2018,Stipulated judgment,Y,N,N
37-2018-00039975-CL-UD-CTL,Chula Vista,91910,8,2018,Dismissed,Y,N,N
37-2018-00039983-CL-UD-CTL,Oceanside,92054,8,2018,,N,N,N
37-2018-00040029-CL-UD-CTL,Chula Vista,91910,8,2018,Request for Dismissal,N,N,N
37-2018-00040038-CL-UD-CTL,Spring Valley,91977,8,2018,Dismissed,N,N,N
37-2018-00040043-CL-UD-CTL,San Diego,92105,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00040101-CL-UD-CTL,Oceanside,92054,8,2018,Request for Dismissal,Y,N,N
37-2018-00040108-CL-UD-CTL,San Diego,92105,8,2018,Stipulated judgment,Y,N,N
37-2018-00040123-CL-UD-CTL,San Diego,92110,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00040133-CL-UD-CTL,San Diego,92104,8,2018,Court finding,Y,Y,Y
37-2018-00040135-CL-UD-CTL,San Diego,92101,8,2018,Request for Dismissal,N,N,N
37-2018-00040170-CL-UD-CTL,El Cajon,92019,8,2018,Request for Dismissal,Y,N,Y
37-2018-00040175-CL-UD-CTL,Chula Vista,91910,8,2018,Request for Dismissal,N,N,N
37-2018-00040185-CL-UD-CTL,San Diego,92154,8,2018,,N,N,N
37-2018-00040186-CL-UD-CTL,San Diego,92154,8,2018,Court finding,Y,Y,Y
37-2018-00040200-CL-UD-CTL,La Mesa,91942,8,2018,Dismissed,N,N,N
37-2018-00040201-CL-UD-CTL,Santee,92071,8,2018,Dismissal,N,N,Y
37-2018-00040270-CL-UD-CTL,Fallbrook,92028,8,2018,Request for Dismissal,Y,N,N
37-2018-00040297-CL-UD-CTL,SAN DIEGO,92139,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00040302-CL-UD-CTL,SAN DIEGO,92113,8,2018,Court finding,Y,N,N
37-2018-00040316-CL-UD-CTL,SAN DIEGO,92115,8,2018,Stipulated judgment,Y,N,N
37-2018-00040317-CL-UD-CTL,Lakeside,92040,8,2018,Request for Dismissal,N,N,N
37-2018-00040323-CL-UD-CTL,Lakeside,92040,8,2018,Default judgment by court,N,Y,Y
37-2018-00040324-CL-UD-CTL,San Marcos,92069,8,2018,Request for Dismissal,N,N,N
37-2018-00040336-CL-UD-CTL,El Cajon,92020,8,2018,Request for Dismissal,N,N,N
37-2018-00040339-CL-UD-CTL,Escondido,92026,8,2018,Request for Dismissal,N,N,N
37-2018-00040346-CL-UD-CTL,San Diego,92101,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00040353-CL-UD-CTL,San Diego,92113,8,2018,Stipulated judgment,Y,N,N
37-2018-00040355-CL-UD-CTL,Poway,92064,8,2018,Request for Dismissal,N,N,Y
37-2018-00040374-CL-UD-CTL,Oceanside,92056,8,2018,Dismissal,N,N,N
37-2018-00040386-CL-UD-CTL,San Diego,92105,8,2018,Dismissed,Y,N,N
37-2018-00040457-CL-UD-CTL,Lakeshore,92040,8,2018,Request for Dismissal,N,N,Y
37-2018-00040495-CL-UD-CTL,Escondido,92025,8,2018,Stipulated judgment,Y,N,Y
37-2018-00040505-CL-UD-CTL,San Diego,92104,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00040512-CL-UD-CTL,San Diego,92129,8,2018,Dismissal,N,N,Y
37-2018-00040534-CL-UD-CTL,San Diego,92116,8,2018,Request for Dismissal,Y,N,N
37-2018-00040563-CL-UD-CTL,Vista,92083,8,2018,Request for Dismissal,Y,N,N
37-2018-00040566-CL-UD-CTL,San Diego,92124,8,2018,Stipulated judgment,Y,N,N
37-2018-00040617-CL-UD-CTL,Escondido,92027,8,2018,Stipulated judgment,N,N,Y
37-2018-00040626-CL-UD-CTL,San Diego,92102,8,2018,Stipulated judgment,Y,N,N
37-2018-00040630-CL-UD-CTL,LEMON GROVE,91945,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00040651-CL-UD-CTL,San Diego,92154,8,2018,Default judgment by court,N,N,N
37-2018-00040672-CL-UD-CTL,San Diego,92101,8,2018,Jury verdict,Y,Y,N
37-2018-00040678-CL-UD-CTL,San Diego,92101,8,2018,Other court dismissal - Conditional or Good Faith,Y,N,N
37-2018-00040681-CL-UD-CTL,San Diego,92101,8,2018,Stipulated judgment,Y,N,N
37-2018-00040703-CL-UD-CTL,Spring Valley,91977,8,2018,Stipulated judgment,Y,N,N
37-2018-00040730-CL-UD-CTL,San Diego,92104,8,2018,Request for Dismissal,Y,N,N
37-2018-00040744-CL-UD-CTL,San Diego,92107,8,2018,Request for Dismissal,N,N,N
37-2018-00040746-CL-UD-CTL,Carlsbad,92008,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00040767-CL-UD-CTL,El Cajon,92021,8,2018,Request for Dismissal,N,N,N
37-2018-00040771-CL-UD-CTL,San Diego,92122,8,2018,Request for Dismissal,N,N,Y
37-2018-00040782-CL-UD-CTL,San Diego,92117,8,2018,Request for Dismissal,N,N,N
37-2018-00040789-CL-UD-CTL,Pine Valley,91962,8,2018,Court-ordered dismissal,Y,N,Y
37-2018-00040794-CL-UD-CTL,San Diego,92102,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00040800-CL-UD-CTL,San Diego,92104,8,2018,Stipulated judgment,Y,N,N
37-2018-00040813-CL-UD-CTL,La Mesa,91942,8,2018,Court finding,Y,Y,N
37-2018-00040817-CL-UD-CTL,La Mesa,91942,8,2018,Request for Dismissal,N,N,N
37-2018-00040820-CL-UD-CTL,San Diego,92101,8,2018,Court-ordered dismissal,N,N,N
37-2018-00040933-CL-UD-CTL,Jamul,91935,8,2018,,Y,N,N
37-2018-00040954-CL-UD-CTL,Imperial Beach,91932,8,2018,Stipulated judgment,Y,N,N
37-2018-00040956-CL-UD-CTL,El Cajon,92021,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00040962-CL-UD-CTL,San Diego,92103,8,2018,Stipulated judgment,Y,Y,N
37-2018-00040971-CL-UD-CTL,El Cajon,92021,8,2018,Request for Dismissal,Y,N,N
37-2018-00040979-CL-UD-CTL,San Marcos,92078,8,2018,Default judgment by court,N,N,Y
37-2018-00040981-CL-UD-CTL,Chula Vista,91910,8,2018,Default judgment by court,N,Y,Y
37-2018-00040984-CL-UD-CTL,San Diego,92139,8,2018,Court-ordered dismissal,Y,N,Y
37-2018-00040988-CL-UD-CTL,Oceanside,92056,8,2018,Default judgment by court,N,Y,Y
37-2018-00041008-CL-UD-CTL,San Diego,92108,8,2018,Request for Dismissal,N,N,N
37-2018-00041018-CL-UD-CTL,SPRING VALLEY,91977,8,2018,Court-ordered dismissal,Y,N,N
37-2018-00041029-CL-UD-CTL,San Diego,92108,8,2018,Default judgment by court,N,Y,Y
37-2018-00041030-CL-UD-CTL,Bonsall,92003,8,2018,Request for Dismissal,N,N,N
37-2018-00041032-CL-UD-CTL,San Marcos,92069,8,2018,Stipulated judgment,Y,Y,N
37-2018-00041046-CL-UD-CTL,San Diego,92113,8,2018,Court-ordered dismissal,N,N,N
37-2018-00041063-CL-UD-CTL,El Cajon,92020,8,2018,Consolidated,N,N,N
37-2018-00041087-CL-UD-CTL,El Cajon,92021,8,2018,Default judgment by court,N,Y,Y
37-2018-00041095-CL-UD-CTL,Escondido,92029,8,2018,Request for Dismissal,N,N,N
37-2018-00041102-CL-UD-CTL,San Diego,92124,8,2018,Request for Dismissal,N,N,N
37-2018-00041147-CL-UD-CTL,San Diego,92101,8,2018,Request for Dismissal,N,Y,Y
37-2018-00041158-CL-UD-CTL,Chula Vista,91911,8,2018,Request for Dismissal,N,N,Y
37-2018-00041165-CL-UD-CTL,Vista,92081,8,2018,Court-ordered dismissal,N,N,N
37-2018-00041166-CL-UD-CTL,San Diego,92124,8,2018,Court-ordered dismissal,N,N,Y
37-2018-00041188-CL-UD-CTL,San Diego,92130,8,2018,Request for Dismissal,N,N,N
37-2018-00041207-CL-UD-CTL,Lemon Grove,91945,8,2018,Court-ordered dismissal,N,N,N
37-2018-00041229-CL-UD-CTL,San Diego,92114,8,2018,Request for Dismissal,N,N,N
37-2018-00041240-CL-UD-CTL,San Diego,92108,8,2018,Request for Dismissal,Y,N,N
37-2018-00041244-CL-UD-CTL,San Diego,92116,8,2018,Request for Dismissal,N,N,N
37-2018-00041274-CL-UD-CTL,Vista,92084,8,2018,Request for Dismissal,N,N,N
37-2018-00041291-CL-UD-CTL,San Diego,92108,8,2018,Request for Dismissal,N,N,Y
37-2018-00041293-CL-UD-CTL,Spring Valley,91978,8,2018,Court finding,Y,Y,N
37-2018-00041294-CL-UD-CTL,Poway,92064,8,2018,Request for Dismissal,Y,N,N
37-2018-00041299-CL-UD-CTL,San Diego,92124,8,2018,Court-ordered dismissal,N,N,Y
37-2018-00041346-CL-UD-CTL,Vista,92083,8,2018,Request for Dismissal,N,N,N
37-2018-00041350-CL-UD-CTL,San Diego,92123,8,2018,Request for Dismissal,N,N,N
37-2018-00041352-CL-UD-CTL,San Diego,92129,8,2018,Request for Dismissal,Y,N,N
37-2018-00041356-CL-UD-CTL,San Diego,92103,8,2018,Stipulated judgment,Y,N,N
37-2018-00041357-CL-UD-CTL,San Diego,92123,8,2018,Request for Dismissal,N,N,N
37-2018-00041358-CL-UD-CTL,Imperial Beach,91932,8,2018,Request for Dismissal,N,N,N
37-2018-00041363-CL-UD-CTL,VISTA,92083,8,2018,Request for Dismissal,Y,N,N
37-2018-00041364-CL-UD-CTL,San Diego,92122,8,2018,Default judgment by court,N,Y,Y
37-2018-00041371-CL-UD-CTL,VISTA,92083,8,2018,Court-ordered dismissal,N,N,N
37-2018-00041372-CL-UD-CTL,Spring Valley,91977,8,2018,Request for Dismissal,N,N,N
37-2018-00041377-CL-UD-CTL,VISTA,92084,8,2018,Stipulated judgment,Y,N,N
37-2018-00041381-CL-UD-CTL,San Diego,92108,8,2018,Request for Dismissal,Y,N,Y
37-2018-00041383-CL-UD-CTL,Imperial Beach,91932,8,2018,Stipulated judgment,N,Y,Y
37-2018-00041386-CL-UD-CTL,San Diego,92108,8,2018,Request for Dismissal,N,N,N
37-2018-00041388-CL-UD-CTL,Poway,92064,8,2018,Court finding,Y,Y,N
37-2018-00041432-CL-UD-CTL,San Diego,92102,8,2018,Court-ordered dismissal,Y,N,N
